Date,Platform,Text,Person,Truthfulness Category
"March 7, 2017",oress conference,"Under the Affordable Care Act, ""some people were gaming the system"" by paying ""for nine months of insurance, get 12 -- the other three for free.""",Greg Walden,barely-true
"March 5, 2017",cnn,"Says 70 percent of benefits in Donald Trump’s proposal for child care ""go to the people making over $100,000 a year.""",Nancy Pelosi,true
"March 7, 2017",tweet,"""122 vicious prisoners, released by the Obama Administration from Gitmo, have returned to the battlefield.""",Donald Trump,barely-true
"March 5, 2017",abc,"""Everybody acts like President Trump is the one that came up with this idea. ... There are multiple news outlets that have reported"" former President Barack Obama ordered wiretapping on Trump.",Sarah Huckabee Sanders,false
"March 2, 2017",abc,"""We've repealed regulations for the first time in 20 years using the Congressional Review Act -- three regulations that were going to cost the economy hundreds of millions of dollars and tens of thousands of jobs.""",Rand Paul,half-true
"March 2, 2017",tweet,"""I’ve been on the Armed Services (Committee) for 10 years. No call or meeting w/ Russian ambassador. Ever.""",Claire McCaskill,false
"February 28, 2017",congress,"""According to data provided by the Department of Justice, the vast majority of individuals convicted of terrorism and terrorism-related offenses since 9/11 came here from outside of our country.""",Donald Trump,barely-true
"February 28, 2017",congress,"""Currently, when we ship products out of America, many other countries make us pay very high tariffs and taxes — but when foreign companies ship their products into America, we charge them nothing or almost nothing.""",Donald Trump,half-true
"March 1, 2017",new day,"""The primary financing mechanism of the Affordable Care Act is a tax on wealthy people.""  ",Thomas Perez,half-true
"February 28, 2017",congress,"Says his budget ""calls for one of the largest increases in national defense spending in American history.""",Donald Trump,barely-true
"February 28, 2017",speech,"""Obamacare premiums nationwide have increased by double and triple digits.""",Donald Trump,half-true
"February 21, 2017",press release,"Political activists are ""being paid"" to protest members of Congress.",Louie Gohmert,false
"February 26, 2017",nbc 's,"Says ""Donald Trump wants to eliminate overtime pay for people."" ",Thomas Perez,barely-true
"February 25, 2017",tweet,"""The National Debt in my first month went down by $12 billion.""",Donald Trump,barely-true
"February 22, 2017",cnn-sponsored,"""If you're in Texas, you have got to drive 120 miles to get an ID.""",Thomas Perez,half-true
"February 18, 2017",campaign rally,"""Look at what’s happening last night in Sweden. Sweden, who would believe this? Sweden. They took in large numbers. They’re having problems like they never thought possible.""",Donald Trump,false
"February 13, 2017",tweet,"Recent immigration raids ""are not business as usual. The raids are being done indiscriminately. They’re not focused simply on criminal aliens.""",Robert Menendez,half-true
"February 16, 2017",press conference,"""The stock market has hit record numbers, as you know. And there has been a tremendous surge of optimism in the business world.""  ",Donald Trump,mostly-true
"February 16, 2017",news conference,"The media has ""a lower approval rate than Congress.""  ",Donald Trump,barely-true
"February 16, 2017",presidential campaign,On leaks and the release of secret information.,Donald Trump,full-flop
"February 15, 2017",donald trump,"In the ""past few weeks,"" President Donald Trump pointed out ""Iranian violations on ballistic missile tests. By the way, these ballistic missiles are inscribed in Hebrew, ‘Israel must be destroyed.’ """,Benjamin Netanyahu,mostly-true
"February 13, 2017",chris hayes,"""Before the Affordable Care Act, (West Virginia’s) uninsured rate for people 64 to 19 was 29 percent. Today, it is 9 percent.""",Bernie Sanders,mostly-true
"February 12, 2017",abc,"""I'm calling into question the accuracy of the ruling. The district judge in Seattle said there was no indication of terrorism from these seven countries in our country.""",Stephen Miller,barely-true
"February 7, 2017",news interview,"Of 1 million green cards issued a year, ""almost none of those green cards are based on job skills or demonstrated economic needs.""",Tom Cotton,mostly-true
"February 3, 2017",cnn,"Israel cut its illegal immigration rate by ""99 percent"" by constructing a 143-mile fence along its southern border.",Ron Johnson,mostly-true
"February 12, 2017",tweet,"Says ""72% of refugees admitted into U.S. (2/3 -2/11) during COURT BREAKDOWN are from 7 countries: SYRIA, IRAQ, SOMALIA, IRAN, SUDAN, LIBYA & YEMEN.""",Donald Trump,mostly-true
"February 12, 2017",abc,"""This issue of busing voters in to New Hampshire is widely known by anyone who’s worked in New Hampshire politics. It’s very real, it’s very serious.""",Stephen Miller,pants-fire
"February 12, 2017",tweet,"""While on FAKE NEWS @CNN, Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!""",Donald Trump,false
"February 5, 2017",cnn,"Says former President Barack Obama’s Supreme Court nominations ""required 60 votes.""",Bernie Sanders,half-true
"February 9, 2017",tweet,"Says CNN’s Chris Cuomo ""never asked"" Sen. Richard Blumenthal about Blumenthal's misstatements on his own service in Vietnam.",Donald Trump,false
"February 8, 2017",cnn,"""Back when Ted Cruz called Mitch McConnell a liar on the floor of the Senate floor, nobody invoked Rule 19 to censor him.""",Jeanne Shaheen,mostly-true
"February 7, 2017",white house,"""The murder rate in our country is the highest it’s been in 47 years.""",Donald Trump,false
"February 2, 2017",facebook,"""Smart! 'Kuwait issues its own Trump-esque visa ban for five Muslim-majority countries.' """,Donald Trump,barely-true
"January 31, 2017",cnn,"""ISIS is already using the rhetoric from the Trump administration, the text of this executive order, to incite attacks against us and to recruit more terrorists to their side.""",Seth Moulton,barely-true
"February 6, 2017",fla.,"Terrorism and terrorist attacks in the United States and Europe have ""gotten to a point where it's not even being reported.""",Donald Trump,pants-fire
"February 5, 2017",bill o'reilly,"Says ""109 people out of hundreds of thousands of travelers"" were affected by the immigration executive order.",Donald Trump,false
"February 2, 2017",massacre,"""Two Iraqis came here to this country, were radicalized and they were the masterminds behind the Bowling Green massacre. … It didn't get covered""",Kellyanne Conway,false
"February 2, 2017",fox,"""This is longest that the nation has gone without a secretary of the Treasury, at least in modern times. If it's not the longest, it's darn close to it.""",Kellyanne Conway,false
"January 29, 2017",nation,"""About three-quarters of (Syrian refugees) are women and children. A full third of them are kids under 12 years old.""",Keith Ellison,true
"February 1, 2017",tweet,"""The Obama Administration agreed to take thousands of illegal immigrants from Australia.""",Donald Trump,half-true
"January 31, 2017",town hall,"Says Neil Gorsuch ""comes down on the side of felons over gun safety.""",Nancy Pelosi,barely-true
"January 31, 2017",cnn,"""Wall Street comes out en masse with its money against House Democrats every election.""",Nancy Pelosi,barely-true
"January 18, 2017",fox,"""The Taliban went after and murdered"" people identified in the Chelsea Manning leaks. ",John McCain,barely-true
"January 27, 2017",speech,"The Obama administration issued an ""11th-hour rule that entrenches federal family planning funding for Planned Parenthood.""",Joni Ernst,mostly-true
"January 30, 2017",daily press,"The language that's part of the president's National Security Council memo ""is identical to the language"" used by President George W. Bush in 2001 and President Barack Obama in 2009.",Sean Spicer,barely-true
"January 27, 2017",morning,"""Here's the fact: The No. 1 source of income into Mexico are Mexicans working here and sending the money back.""",Kellyanne Conway,false
"January 29, 2017",statement,"""My policy is similar to what President Obama did in 2011 when he banned visas for refugees from Iraq for six months.""",Donald Trump,barely-true
"January 28, 2017",cnn,"""The various people who have, in fact, committed terrorist acts in this country, from 9/11 on, none of them came from any of the seven countries that are the subject of the president's executive order.""",Jerrold Nadler,half-true
"January 27, 2017",cbn,"""If you were a Muslim, you could come in, if you were a Christian, it was impossible.""",Donald Trump,false
"January 27, 2017",tweet,"Says Rex ""Tillerson won't divest from Exxon.""",Charles Schumer,pants-fire
"January 25, 2017",david muir,"""A poll just came out on my inauguration speech. … People loved it. Loved and liked.""",Donald Trump,mostly-true
"January 25, 2017",homeland,"Says ICE and border patrol officers ""unanimously endorsed me for president.""",Donald Trump,barely-true
